Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17285,19142,2022-10-18 21:05:57 CEST,2022-10-18,21:05:57,Native Video,195,122,16,35,10,0,11,1,0,0,owned,Yes,1800,2401,0,00:00:22,https://www.facebook.com/100063606495233/posts/531984135598465,"Uligheden splitter os. Nogle ganske få ejer det meste, mens de fleste ikke ejer noget. Aktiedepoterne vokser. Erhvervslivet tjener milliarder. Boligmarkedet forgylder nogle få, for blot arbejde en bolig. Og alt imens går tusinder af børn sultne i seng. Vores sikkerhedsnet er blevet udhulet i jagten på vækst og profit. Beskat de store formuer, og omfordel samfundets værdier, så ingen borgere i Danmark må springe måltider over. Bryd fri af den hovedløse jagt på profit. Bryd med magten. Stem Q.",https://www.facebook.com/sikandar.siddique.politiker/videos/1326060621473543/,,,,,,,,-3.92
Mai Villadsen,Mai.Villadsen.Enhedslisten,100058145316378,POLITICIAN,DK,"Politisk ordfører for Enhedslisten.
Arbejder for bedre velfærd, mere klimahandling og mindre ulighed!",2019-01-24 15:51:16,20495,22026,2022-10-18 20:33:18 CEST,2022-10-18,20:33:18,Photo,371,228,90,11,20,1,9,0,8,4,,-,0,0,0,N/A,https://www.facebook.com/100058145316378/posts/517307363550770,"Støt Enhedslisten! ❤️💚 Hjælp os med at gøre Danmark rød og grøn. Enhedslisten har hverken milliardærer eller store virksomheder i ryggen. Derfor samler vi penge ind til valgkampen. ❤️💚 Hvert et bidrag tæller. Støt vores valgkamp, hvis du kan på MobilePay til 15517 🙏🏼",https://www.facebook.com/photo.php?fbid=517307340217439&set=a.261042145843961&type=3,,STOT ENHEDSLISTENS VALGKAMP MOBILEPAY 15517 ENHEDSLISTEN,,,,,,-2.56
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17285,19142,2022-10-18 20:12:27 CEST,2022-10-18,20:12:27,Native Video,247,188,19,16,10,1,10,2,1,0,owned,Yes,1586,1863,0,00:00:22,https://www.facebook.com/100063606495233/posts/531948018935410,"Uligheden splitter os. Nogle ganske få ejer det meste, mens de fleste ikke ejer noget. Aktiedepoterne vokser. Erhvervslivet tjener milliarder. Boligmarkedet forgylder nogle få, for blot arbejde en bolig. Og alt imens går tusinder af børn sultne i seng. Vores sikkerhedsnet er blevet udhulet i jagten på vækst og profit. Beskat de store formuer, og omfordel samfundets værdier, så ingen borgere i Danmark må springe måltider over. Bryd fri af den hovedløse jagt på profit. Bryd med magten. Stem Q.",https://www.facebook.com/sikandar.siddique.politiker/videos/791069488779745/,,,,,,,,-3.09
"Marianne Karlsmose, KD-politiker",MarianneKarlsmose,100063856775068,POLITICIAN,DK,"Mor til 3
stud. socialrådgiver
Landsformand for KD, Regionsrådsmedlem
kd.dk/marianne-karlsmose",2019-02-02 13:54:33,1958,2172,2022-10-18 19:29:15 CEST,2022-10-18,19:29:15,Native Video,81,56,7,17,1,0,0,0,0,0,owned,Yes,664,1091,0,00:00:13,https://www.facebook.com/100063856775068/posts/500261792112376,,https://www.facebook.com/MarianneKarlsmose/videos/579908130596880/,,,,,,,,2.79
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28697,31091,2022-10-18 19:15:26 CEST,2022-10-18,19:15:26,Photo,114,90,8,2,6,0,3,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/715810739915371,"Gode samtaler i Odense i dag. Mødte Lucas, Victor og Linus, der alle tre skal stemme for første gang. Vi fik os en god snak om grøn energi og meget konkret digitalisering i sundhedsektoren, som jeg jo mener, vi skal have mere af. Vi kan bruge digitalisering til så meget, hvis vi bruger den rigtigt. Og det kan skabe velfærd og give nærvær, fordi det kan frigive noget tid. Ja til at sætte flere hænder fri. Tak for gode spørgsmål.",https://www.facebook.com/photo.php?fbid=715810286582083&set=a.440298364133278&type=3,,,Photos from Sofie Carsten Nielsen's post,,,,,-3.17
Pia Olsen Dyhr,pia.olsen.dyhr,100044404390308,POLITICIAN,DK,Formand for SF,2008-11-19 09:16:45,83289,85299,2022-10-18 19:08:03 CEST,2022-10-18,19:08:03,Photo,"5,706",4070,544,212,729,4,38,1,25,83,,-,0,0,0,N/A,https://www.facebook.com/100044404390308/posts/659534328870041,"Livet kan ramme - og det kan ramle. Vi kan skrante - og vi kan falde omkuld. Derfor har vi brug for et velfærdssamfund. Nogle vil fortælle dig, at du bare skal rejse dig. At du ”bare” skal “turde” eller “ville” samle andre eller dig selv op. Men det er ikke altid muligt. Vi skal stoppe med at leve på den løgn. Jeg kender mennesker; venner, bekendte og familie, der blev ramt af livet. Nogle begyndte at drikke. Andre blev skilt, mistede en elsket, blev ramt af sygdom. De isolerede sig, mistede venner og bekendte og blev til skygger af dem selv. Det er svært at løfte opgaven selv, hvis man er syg, lever med et handicap eller er blevet slået ned af en dyb sorg. Eller hvis ens barndom er præget af de voksnes problemer, deres sygdom eller misbrug. Jeg taler af erfaring. Vi kan ikke alle altid “bare” tage os sammen. Vi kan ikke altid alting selv. Vi kan ikke undsige os livets modgang og prøvelser. Vi kan heller ikke bare sige vores job op og passe vores gamle mor. Sådan fungerer vores samfund ikke. Sådan fungerer vi ikke som mennesker. De fleste vil jo – når tilværelsen rammer hårdt – at vi bliver spændt ud mellem mange hensyn. Derfor er der brug for nogen, der griber. En socialrådgiver, der ser og hjælper det udsatte barn. En SoSu-assistent eller sygeplejerske, der sikrer en værdig pleje af vores gamle mor. En pædagog, skolelærer eller medhjælper, der ser dit barn og gør en positiv forskel. Eller lokoføreren, der sørger for, at vi kommer til og fra vores job. Ambulanceføreren. Brandmanden. Betjenten. Tænk lige over det: Vores samfund er bundet sammen af et fællesskab, der skal gribe, støtte og skubbe os alle afsted. Så for SF og for mig er velfærden ikke bare en tung budgetpost i nationalregnskabet. Det er både rammer og indhold i noget vigtigt i vores samfund. Bevares, mange ting kan altid blive bedre, men jeg ville simpelthen ikke være den, jeg er, uden det samfund. Et samfund jeg aldrig ville være foruden. Ville du? Fronterne er, selvom det måske ikke fremstår helt tydeligt i debatten, skarpt trukket op mellem dem, der vil mindre velfærd, og os der vil styrke det fællesskab, de fleste af os er præget af. Alle holdninger er jo helt fair, men vores valg har konsekvenser. Vær sød at tænke over det ved valget.",https://www.facebook.com/photo.php?fbid=659534295536711&set=a.349705203186290&type=3,,,,,,,,2.78
Pernille Vermund,PernilleVermundNB,100044133429064,POLITICIAN,DK,Formand for Nye Borgerlige og medlem af Folketinget ,2019-11-13 14:36:58,102779,132569,2022-10-18 18:40:49 CEST,2022-10-18,18:40:49,Photo,920,760,109,23,14,0,5,2,7,0,,-,0,0,0,N/A,https://www.facebook.com/100044133429064/posts/647575350056907,"Skal vi have atomkraftværker i Danmark og hvordan skal det foregå? Og hvordan kommer danskerne til at bestemme over flere af deres egne penge? Det og meget mere svarede jeg på, da jeg i går gæstede Kåre Quist i “Mød Partierne” på DR. Se eller gense programmet her: https://www.dr.dk/drtv/se/moed-partierne_-nye-borgerlige_343064",https://www.facebook.com/photo.php?fbid=647573856723723&set=a.382515529896225&type=3,,Mod Partierne,,,,,,-6.08
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,43501,51575,2022-10-18 18:39:24 CEST,2022-10-18,18:39:24,Photo,"2,330",1494,597,29,21,6,131,4,38,10,,-,0,0,0,N/A,https://www.facebook.com/100044564643750/posts/651178219710994,"Psykiatrien er blevet svigtet alt for længe. Jeg fik lov til at kigge forbi Børne- og Ungdomspsykiatrisk Center i Glostrup i går, hvor jeg både fik talt med læger og sygeplejersker. Men også en af patienterne og hendes forældre. Det satte mange tanker i gang. Det er tydeligt at høre, at psykiatrien er presset, og at vi skal investere meget mere i den. Vi skal styrke den tidlige indsats og vi skal sikre, at patienter ikke frygter at blive tabt af systemet, når de udskrives. Det er mange partier heldigvis enige i. Det er vi også i Venstre. Efter valget vil vi derfor lave en ti års plan for psykiatrien, så vi løfter den med 4 mia. kr. ekstra om året. Det er den ”nemme” del, for som jeg kunne høre i går, skal vi også bryde tabuet om psykiatri. Vi skal tale åbent om det, og anerkende psykiske lidelser på linje med fysiske. Det er ikke noget, man skal skamme sig over. Det er noget, som vi skal kunne behandle i vores sundhedsvæsen ligesom alle mulige andre sygdomme, så man kan leve et godt liv. Og det er et fælles ansvar for os alle at få ændret på.",https://www.facebook.com/photo.php?fbid=651178013044348&set=a.344944807001005&type=3,,,,,,,,-1.06
Franciska Rosenkilde,rosenkildefranciska,100063651522703,POLITICIAN,DK,Politisk leder af Alternativet,2015-02-07 20:00:39,3914,4081,2022-10-18 15:58:05 CEST,2022-10-18,15:58:05,Photo,569,401,49,31,83,0,3,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/100063651522703/posts/531590225639357,"Se med i aften kl. 21:25 på DR1, hvor jeg deltager i Kaare Quists Mød Partierne 💚",https://www.facebook.com/photo.php?fbid=531587365639643&set=a.239194704878912&type=3,,,,,,,,2.44
Jakob Ellemann-Jensen,jakobellemann,100044564643750,POLITICIAN,DK,"Venstres formand
Medlem af Folketinget",2016-05-04 09:50:59,43501,51575,2022-10-18 15:07:36 CEST,2022-10-18,15:07:36,Native Video,"7,866",3404,845,1106,166,4,2286,4,45,6,owned,Yes,69753,121437,0,00:02:56,https://www.facebook.com/100044564643750/posts/651045166390966,"Så er der ny Alex, Alex og Jakob-video.",https://www.facebook.com/jakobellemann/videos/486429893240384/,,,"Så er der ny Alex, Alex og Jakob video.",,,,,11.33
Alex Vanopslagh,AlexLiberalAlliance,100044413450282,POLITICIAN,DK,Formand for Liberal Alliance ,2017-06-06 19:57:54,97577,113883,2022-10-18 15:00:07 CEST,2022-10-18,15:00:07,Native Video,"15,936",7090,1373,2134,656,4,4588,7,66,18,owned,Yes,299340,385744,0,00:02:56,https://www.facebook.com/100044413450282/posts/682096596614116,"Røde Alex har kun hånlig latter til overs for dagens hemmelige gæst, men Blå Alex er mere begejstret.",https://www.facebook.com/AlexLiberalAlliance/videos/2914547018840195/,,,Lige så god som Mette? - Alex & Alex,,,,,3.97
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28697,31091,2022-10-18 14:30:04 CEST,2022-10-18,14:30:04,Photo,102,82,5,2,9,0,1,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/715645526598559,"Yay - sidder i bilen og er på vej til Fyn og til vejfest i Odense. Det gi'r så meget mening at snakke politik på den her måde. At mødes til en bid brød og lidt at drikke og snakke om både store og små ting. Det er en god påmindelse om, at vi sagtens kan mødes og finde løsninger sammen. På tværs af politiske skel. Det skal vi lære af i dansk politik 😉",https://www.facebook.com/photo.php?fbid=715645156598596&set=a.440298354133279&type=3,,,,,,,,-3.54
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,199909,217215,2022-10-18 14:11:07 CEST,2022-10-18,14:11:07,Photo,672,454,161,12,34,0,5,1,1,4,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/670331341128014,I morgen kommer valgkampsbussen til Sjælland igen. Kom forbi og hils på mig og Ludvig ❤️🇩🇰,https://www.facebook.com/photo.php?fbid=670329397794875&set=a.400326218128529&type=3,,Hillerod & Hundested STOJBERGS BERGS PROGRAM FOR ONSDAG Hundested 15:45 TORVET I HILLEROD DANMARKS DEMOKRATERNE 17:15 HUNDESTED STRANDVEJ11 HUNDESTED Hillerod,,,,,,-14.62
Sikandar Siddique,sikandar.siddique.politiker,100063606495233,POLITICIAN,DK," Former Member of Parliament (DK)
Political leader of Independent Greens
(Frie Grønne)",2021-01-08 10:52:15,17285,19142,2022-10-18 14:05:51 CEST,2022-10-18,14:05:51,Native Video,120,81,22,7,3,0,6,0,1,0,owned,Yes,1104,1151,0,00:00:22,https://www.facebook.com/100063606495233/posts/531688655628013,"Indfør en progressiv formueskat og omfordel vores fælles værdier omsorgsfuldt! Hvor blev solidariteten og kampen for samfundets udsatte af? Danmark er et af verdens rigeste lande. Og et af de mest økonomisk lige lande. Det må vi gerne minde hinanden om. Men er det godt nok, når 40.000 børn lever i fattigdom? Når tusinder af familier må springe måltider over, for at få pengene til at række? Nej. Det er virkelig ikke godt nok. Og så fejrer vi, at det tunge erhvervsliv tjener milliardprofit efter at have fået hjælpepakke på hjælpepakke. Men der er da en falliterklæring, at vores virksomheder tjener milliarder, når vi samtidig har børn, der må gå sultne i seng. Vi skal stoppe med at tro, at vi kan bekæmpe ulighed med en topskat og en arveskat. Det et formuerne, vi skal omfordele. De rigeste 10 pct. i vores samfund, ejer halvdelen af vores værdier. Den fattigste halvdel af samfundet ejer 5 pct. Dét er argumentet for en formueskat. Vores formueskat er progressiv, men det er altså ikke mere end én pct. af befolkningen, som skal betale mere end 2 pct. i formueskat. Så store formuer er samlet hos den rigeste procent. Lad os skabe et sundt samfund, hvor nogle få ikke tager det meste fra de fleste. Hvor alle har midlerne til at leve et meningsfuldt liv. Bryd fri af neoliberalismens ødelæggende ulighed. Bryd med magten. Stem Q. ✊🏽💚",https://www.facebook.com/sikandar.siddique.politiker/videos/640019924386073/,,,,,,,,-6.37
Lars Løkke Rasmussen,larsloekke,100044390410889,POLITICIAN,DK,"MF, tidligere statsminister, stifter af LøkkeFonden, initiativtager til Det Politiske Mødested",2009-03-17 11:35:11,212322,213307,2022-10-18 13:13:59 CEST,2022-10-18,13:13:59,Photo,"1,052",843,146,33,15,2,7,0,6,0,,-,0,0,0,N/A,https://www.facebook.com/100044390410889/posts/660291672127174,"I en verden der bevæger sig fremad, er stilstand lig tilbagegang. I dag besøgte jeg DANDY Business Park i Vejle. En dansk succeshistorie, der med historisk afsæt i tyggegummi nu har udviklet sig til en innovationspark med otte huse, 200 virksomheder og 1100 vidensmedarbejdere. Et initiativ der viser vejen for iværksættere med stor succes. Desværre er væksteventyrer som Dandy for sjældne. Der fødes masser af idéer i Danmark, men for få af dem vokser sig store i Danmark. Høje erhvervsskatter, mangel på kvalificeret arbejdskraft og besvær med at skaffe risikovillig kapital betyder, at for mange danske erhvervseventyr ender med at blive realiseret i udlandet. I 2021 blev der skabt 33 unicorns i Israel. I Danmark havde vi 2. Tager man over Øresundsbroen til Sverige, blev der sidste år børsnoteret næsten seks gange flere SMV-virksomheder end i Danmark. Det er et problem. Vi skal sænke selskabsskatten. Skabe flere og bedre samarbejder mellem virksomhederne og uddannelsesinstitutionerne. Og sænke aktieskatten og skabe en stærkere dansk aktiekultur, på aktiegevinster, så vi holder på de danske virksomheder. De skaber fremtidens velstand. Og uden velstand – ingen velfærd.",https://www.facebook.com/photo.php?fbid=660291455460529&set=a.349440306545647&type=3,,,,,,,,-2.14
Inger Støjberg,IngerStojberg,100044534615134,POLITICIAN,DK,"Student fra Morsø Gymnasium
Uddannet fra InformationsAkademiet
MBA (Master of Business Administration), Aalborg Universitet, 2013
Redaktør på Viborg Bladet (1999-2001)
Amtsrådsmedlem (1994-2001)
Medlem af Folketinget (2001-
Beskæftigelsesminister(2009-2011)",2011-05-10 07:43:02,199909,217215,2022-10-18 12:58:32 CEST,2022-10-18,12:58:32,Photo,"1,626",1207,303,45,43,0,17,0,7,4,,-,0,0,0,N/A,https://www.facebook.com/100044534615134/posts/670294364465045,"Dette banner er betalt af nogle af alle jer dejlige mennesker, som har støttet Danmarksdemokraterne på MobilePay i valgkampen. Tusind TAK for det! Vi er et lille og nystartet parti, hvilket betyder, at vi ikke har ret meget at købe bannere og plakater mv for. Så hvis du vil støtte os er vi meget taknemmelige ❤️🇩🇰",https://www.facebook.com/photo.php?fbid=670294244465057&set=a.400326218128529&type=3,,ANMARKS EMOKRATERNE RNE STOT os MOBILEPAY EPAY58708 587087 전천안보관 KONTO NR.. KONTONR:7414.000103132 NR 7414 0001031323,,,,,,-6.04
Sofie Carsten Nielsen,sofiecarstennielsen,100044593532150,POLITICIAN,DK,Medlem af Folketinget for Radikale Venstre.,2011-05-27 19:40:58,28697,31091,2022-10-18 12:17:20 CEST,2022-10-18,12:17:20,Photo,217,148,45,8,2,1,1,4,4,4,,-,0,0,0,N/A,https://www.facebook.com/100044593532150/posts/715574299939015,"Det her er meningsløst! Mariam studerer til sosu-assistent, arbejder som vikar på plejehjem og drømmer om at blive sygeplejerske. Og så er hun for syv år siden flygtet fra Syrien og tyrannen Assad. Nu skal hun smides ud af Danmark på grund af skøre regler. Det er jo på alle måder helt forkert - både menneskeligt og for plejesektoren, der sukker efter flere som hende. Det kan vi ganske enkelt ikke være bekendt! Overfor Mariam, overfor vores ældre, der har brug for pleje og omsorg og overfor alle de hjemmehjælpere og plejeassistenter, som allerede i dag løber alt for stærkt. Vi har lavet et udspil med seks konkrete forslag til, hvordan udlændinge og mennesker med ophold i Danmark kan hjælpe os i velfærdskrisen. Jeg fornemmer, at flere af kollegerne i andre partier også har fået øjnene op for, at udlændingepolitikken i kapløbet om at se strammest ud er blevet fyldt med meningsløse regler. Nu håber jeg virkelig, I vil være med til at ændre på dem. Så skøre regler ikke spænder ben for fornuftige løsninger. For det er vores velfærd, der betaler prisen. Læs vores konkrete forslag i kommentarfeltet.",https://www.facebook.com/photo.php?fbid=715574076605704&set=a.440298364133278&type=3,,"Berlingske KoB NYHEDER OPINION BUSINESS AOK Hun var sosu-studerende, da hun fik besked om Ûtsu Danmark: >Jeg vil gerne blive hos min mand og familie< Resten af familien må blive Danmark, men 19-ärige Mariam Karim skal forlade Danmark og rejse til Syrien alene. Hun er gravid, og for opholdstilladelsen blev inddraget, var hun ved at uddanne sig til sosu-assistent. >Jeg har gjort alt, hvad jeg overhovedet kunne for at bidrage,< siger hun opgivende lejligheden Aarhus. Se interviewet med 19-arige Mariam Karim, der skal forlade Danmark og rejse til Syrien alene. Produktion: Siri Philippa Hollmén Olesen.",,,,,,-1.66
