Parti,Total Interactions,Likes,All Reactions,Comments,Shares,Owned Post Views,Owned Views from Shares,Owned Total Views,Views on Shared Posts,Views While Live,Video Time,3-Min+ Videos,Loves,Wows,Hahas,Sads,Angrys,Cares,Total Posts,Photo Posts,Link Posts,Status Posts,Owned Video Posts,Shared Video Posts,Other Video Posts,Page Likes,Page Growth,Page Followers,Page Follower Growth,Antal sider,Month,Totale interaktioner per opslag,Kommentarer per opslag,Delinger per opslag,Videovisninger per videoopslag,Interaktion per post per følger,Interaktion per følger,Angry per opslag,Love per opslag,Reaktioner per post,Andel foto post af total,Andel link post af total,Andel tekst post af total,Andel owned video post af total,Andel delte video post af total,Andel andre video post af total,Blok
Socialdemokratiet,706379,514597,606644,72180,27555,1353930,1217518,2571448,83201,9209,278,31,57327,1577,6049,2103,3805,21186,2038,1054,547,73,134,211,19,1284665,9438,1333661,11966,563,20200615,347,35,14,10104,0,01,"1,9","28,1",298,"51,72%","26,84%","3,58%","6,58%","10,35%","0,93%",Rød blok
Socialistisk Folkeparti,272743,181501,221682,36377,14684,844610,248476,1093086,10401,5583,49,2,20417,1437,3637,3051,6833,4806,904,497,249,68,48,41,1,538858,2922,539912,3516,326,20200615,302,40,16,17596,0,01,"7,6","22,6",245,"54,98%","27,54%","7,52%","5,31%","4,54%","0,11%",Rød blok
Veganerpartiet,14790,5186,10117,2517,2156,87613,104059,191672,7346,10121,26,2,1423,58,174,1811,1352,113,92,14,41,0,29,8,0,13214,555,15532,674,8,20200615,161,27,23,3021,0,01,"14,7","15,5",110,"15,22%","44,57%","0,00%","31,52%","8,70%","0,00%",Rød blok
Venstre,331495,224445,257100,52842,21553,827623,245579,1073202,137243,140301,417,51,11800,1310,7493,964,9255,1833,2173,956,755,99,147,186,30,1136065,4595,1145331,5997,614,20200615,153,24,10,5630,0,0,"4,3","5,4",118,"43,99%","34,74%","4,56%","6,76%","8,56%","1,38%",Blå blok
Alternativet,10513,6273,8197,1583,733,0,0,0,1876,0,0,0,890,135,117,298,308,176,399,71,295,12,0,14,7,214428,-92,215612,-88,116,20200715,26,04,02,0,0,0,"0,8","2,2",21,"17,79%","73,93%","3,01%","0,00%","3,51%","1,75%",Rød blok
Andet,44156,22734,32629,5530,5997,391553,93825,485378,7726,788,26,3,2062,295,2019,834,4289,396,319,88,202,14,9,4,2,122861,1059,134022,1495,115,20200715,138,17,19,43506,0,0,"13,5","6,5",102,"27,59%","63,32%","4,39%","2,82%","1,25%","0,63%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20200715,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,539597,282525,386344,86615,66638,654198,518008,1172206,49199,9545,46,3,9713,2577,10326,6952,72995,1256,1460,640,593,47,36,132,12,660223,2101,659122,3466,154,20200715,370,59,46,18172,0,01,"50,0","6,7",265,"43,84%","40,62%","3,22%","2,47%","9,04%","0,82%",Blå blok
Enhedslisten,114849,69167,86487,19361,9001,41545,10633,52178,24850,1108,5,1,6263,533,1025,2256,6418,825,584,264,269,21,6,24,0,427216,1865,431493,1941,163,20200715,197,33,15,6924,0,0,"11,0","10,7",148,"45,21%","46,06%","3,60%","1,03%","4,11%","0,00%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,194,1,2,20200715,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,109006,69773,88572,16260,4174,22377,15152,37529,2503,0,15,0,3127,1998,3203,3760,5346,1365,639,305,274,18,19,14,9,409305,2189,442756,2016,478,20200715,171,25,07,1178,0,0,"8,4","4,9",139,"47,73%","42,88%","2,82%","2,97%","2,19%","1,41%",Blå blok
Kristendemokraterne,5074,3438,3691,394,989,9881,23191,33072,3669,1031,1,0,174,25,11,18,6,19,113,42,50,2,6,13,0,22308,91,23155,106,26,20200715,45,03,09,1647,0,0,"0,1","1,5",33,"37,17%","44,25%","1,77%","5,31%","11,50%","0,00%",Blå blok
Liberal Alliance,45663,35044,38041,4689,2933,4201,2306,6507,22764,0,3,0,1892,146,228,264,399,68,267,124,97,25,5,15,1,296122,1829,313826,2310,185,20200715,171,18,11,840,0,0,"1,5","7,1",142,"46,44%","36,33%","9,36%","1,87%","5,62%","0,37%",Blå blok
Løsgænger,4271,1019,2174,2043,54,2928,96,3024,0,0,0,0,44,25,1007,21,50,8,29,14,11,3,1,0,0,23627,-289,23616,-276,4,20200715,147,70,02,2928,0,0,"1,7","1,5",75,"48,28%","37,93%","10,34%","3,45%","0,00%","0,00%",Andet
Moderaterne,489,390,426,62,1,0,0,0,0,0,0,0,7,0,29,0,0,0,3,0,0,3,0,0,0,7171,-18,7218,-17,5,20200715,163,21,0,0,0,0,"0,0","2,3",142,"0,00%","0,00%","100,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,674416,486160,547378,59037,68001,3029313,1683145,4712458,11938,0,110,13,38053,1340,4132,2573,12513,2607,1078,623,201,37,50,162,5,297655,16213,352757,18696,113,20200715,626,55,63,60586,0,02,"11,6","35,3",508,"57,79%","18,65%","3,43%","4,64%","15,03%","0,46%",Blå blok
Radikale Venstre,75230,39284,52758,9875,12597,142473,12106,154579,11356,3582,15,2,4147,239,1419,4488,1885,1296,461,190,184,41,17,16,13,618169,802,635337,1099,236,20200715,163,21,27,8381,0,0,"4,1","9,0",114,"41,21%","39,91%","8,89%","3,69%","3,47%","2,82%",Rød blok
Socialdemokratiet,513667,355886,444163,57203,12301,217966,115329,333295,24785,601,43,4,59658,1561,2730,4588,1716,18024,1134,638,336,60,48,48,4,1292516,7610,1342526,8553,563,20200715,453,50,11,4541,0,0,"1,5","52,6",392,"56,26%","29,63%","5,29%","4,23%","4,23%","0,35%",Rød blok
Socialistisk Folkeparti,139952,94459,115363,17123,7466,311659,41648,353307,3794,95,7,0,9730,593,1801,2960,2641,3179,475,251,162,36,14,11,1,540536,1578,541882,1840,326,20200715,295,36,16,22261,0,0,"5,6","20,5",243,"52,84%","34,11%","7,58%","2,95%","2,32%","0,21%",Rød blok
Veganerpartiet,15557,7349,11680,2623,1254,113267,28136,141403,1015,5079,67,3,2529,74,323,637,663,105,95,19,38,3,33,1,1,13656,381,15341,-459,8,20200715,164,28,13,3432,0,01,"7,0","26,6",123,"20,00%","40,00%","3,16%","34,74%","1,05%","1,05%",Rød blok
Venstre,122083,85653,100554,14811,6718,230266,24841,255107,3968,11257,30,4,6296,403,1397,2075,2898,1832,948,435,385,57,32,34,5,1137631,1507,1147393,2018,614,20200715,129,16,07,7196,0,0,"3,1","6,6",106,"45,89%","40,61%","6,01%","3,38%","3,59%","0,53%",Blå blok
Alternativet,13246,8226,10227,1867,1152,28709,13341,42050,7630,4459,11,1,931,117,160,378,320,95,616,170,324,23,15,82,2,214122,-306,215366,-249,116,20200815,22,03,02,1914,0,0,"0,5","1,5",17,"27,60%","52,60%","3,73%","2,44%","13,31%","0,32%",Rød blok
Andet,42288,24673,31954,5971,4363,174212,24020,198232,5283,35653,15,1,2752,159,615,528,2909,318,375,117,204,18,13,20,3,125862,882,135769,1132,115,20200815,113,16,12,13401,0,0,"7,8","7,3",85,"31,20%","54,40%","4,80%","3,47%","5,33%","0,80%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20200815,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,675479,362070,491686,113451,70342,797133,549535,1346668,95179,42524,55,3,10120,3008,10860,6603,97592,1433,1584,631,735,47,53,110,8,662257,1996,662162,2950,154,20200815,426,72,44,15040,0,01,"61,6","6,4",310,"39,84%","46,40%","2,97%","3,35%","6,94%","0,51%",Blå blok
Enhedslisten,145635,92037,110520,21596,13519,76557,44734,121291,15793,3612,27,3,7476,736,947,2345,5100,1879,1032,463,420,72,22,52,3,429456,2253,434147,2640,163,20200815,141,21,13,3480,0,0,"4,9","7,2",107,"44,86%","40,70%","6,98%","2,13%","5,04%","0,29%",Rød blok
Frie Grønne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,-1,193,-1,2,20200815,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Rød blok
Konservative,166420,119739,135890,23803,6727,130571,56746,187317,11487,118,33,4,5873,947,4159,1228,3349,595,1221,683,400,51,40,38,9,413602,3066,447013,4141,478,20200815,136,19,06,3264,0,0,"2,7","4,8",111,"55,94%","32,76%","4,18%","3,28%","3,11%","0,74%",Blå blok
Kristendemokraterne,6338,4587,5031,596,711,11235,22286,33521,4682,1668,10,1,347,22,3,26,10,36,105,27,50,7,7,14,0,22517,200,23338,181,26,20200815,60,06,07,1605,0,0,"0,1","3,3",48,"25,71%","47,62%","6,67%","6,67%","13,33%","0,00%",Blå blok
Liberal Alliance,69674,54961,60138,7153,2383,98748,47927,146675,5840,121,13,1,2827,308,1015,211,625,191,463,218,143,48,25,27,2,299533,914,315199,1176,185,20200815,150,15,05,3950,0,0,"1,4","6,1",130,"47,08%","30,89%","10,37%","5,40%","5,83%","0,43%",Blå blok
Løsgænger,4773,1738,2736,1926,111,3230,0,3230,55,0,3,0,80,30,785,24,73,6,45,22,11,8,3,1,0,23435,-190,23449,-155,4,20200815,106,43,02,1077,0,0,"1,6","1,8",61,"48,89%","24,44%","17,78%","6,67%","2,22%","0,00%",Andet
Moderaterne,138,121,122,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7161,-10,7209,-9,5,20200815,138,13,03,0,0,0,"0,0","0,0",122,"0,00%","0,00%","100,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,719318,505457,575984,66259,77075,1705273,1446855,3152128,4155,0,159,19,37033,2890,9740,1691,16259,2914,1018,653,206,27,55,67,10,318863,18463,380375,22529,113,20200815,707,65,76,31005,0,02,"16,0","36,4",566,"64,15%","20,24%","2,65%","5,40%","6,58%","0,98%",Blå blok
Radikale Venstre,129330,82133,101068,21704,6558,363382,88791,452173,33471,30116,19,0,7528,715,3579,2886,3550,677,742,339,223,88,56,34,2,628991,1204,640635,1956,236,20200815,174,29,09,6489,0,0,"4,8","10,2",136,"45,69%","30,05%","11,86%","7,55%","4,58%","0,27%",Rød blok
Socialdemokratiet,589666,422084,483765,70920,34981,752747,610319,1363066,35992,24597,92,6,36293,1179,4029,2270,4856,13054,2253,1267,592,146,107,131,10,1306339,11190,1356229,13053,563,20200815,262,31,16,7035,0,0,"2,2","16,1",215,"56,24%","26,28%","6,48%","4,75%","5,81%","0,44%",Rød blok
Socialistisk Folkeparti,249041,162680,197355,32653,19033,212186,48651,260837,3172,2151,27,2,16201,862,1969,4487,9054,2102,953,543,257,75,38,38,2,544961,3213,546014,3710,326,20200815,261,34,20,5584,0,0,"9,5","17,0",207,"56,98%","26,97%","7,87%","3,99%","3,99%","0,21%",Rød blok
Veganerpartiet,14340,5701,9088,4243,1009,69771,34055,103826,4099,3580,84,4,1741,150,144,784,496,72,46,8,21,2,12,3,0,14215,545,16013,654,8,20200815,312,92,22,5814,0,01,"10,8","37,9",198,"17,39%","45,65%","4,35%","26,09%","6,52%","0,00%",Rød blok
Venstre,262471,177110,204619,46655,11197,206536,36576,243112,104885,57166,33,0,6049,816,6732,1037,11942,933,1947,934,798,107,46,56,6,1142388,2777,1150558,3127,614,20200815,135,24,06,4490,0,0,"6,1","3,1",105,"47,97%","40,99%","5,50%","2,36%","2,88%","0,31%",Blå blok
Alternativet,28107,17630,21211,4365,2531,34597,58080,92677,17942,4265,18,3,2177,150,418,332,374,130,847,287,416,41,17,79,7,213482,-662,215056,-283,116,20200915,33,05,03,2035,0,0,"0,4","2,6",25,"33,88%","49,11%","4,84%","2,01%","9,33%","0,83%",Rød blok
Andet,37808,23891,30652,3728,3428,52097,21860,73957,6291,5459,45,4,2648,164,1430,848,976,695,414,158,186,27,15,23,5,127384,972,136771,384,115,20200915,91,09,08,3473,0,0,"2,4","6,4",74,"38,16%","44,93%","6,52%","3,62%","5,56%","1,21%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20200915,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,667331,361318,494213,98659,74459,1092833,559694,1652527,95864,52637,94,9,13208,3117,11642,7469,95920,1539,1703,648,739,75,75,162,4,664830,2521,663502,1238,154,20200915,392,58,44,14571,0,01,"56,3","7,8",290,"38,05%","43,39%","4,40%","4,40%","9,51%","0,23%",Blå blok
Enhedslisten,174637,102029,129288,34827,10522,98685,30089,128774,15092,3451,64,6,10767,884,3392,3628,7071,1517,1221,576,464,78,40,61,2,431559,2008,437814,3616,163,20200915,143,29,09,2467,0,0,"5,8","8,8",106,"47,17%","38,00%","6,39%","3,28%","5,00%","0,16%",Rød blok
Frie Grønne,1538,1013,1173,218,147,2222,3219,5441,759,428,10,1,67,0,70,3,18,2,57,18,29,2,3,5,0,1696,0,1832,2,4,20200915,27,04,03,741,0,01,"0,3","1,2",21,"31,58%","50,88%","3,51%","5,26%","8,77%","0,00%",Rød blok
Konservative,192153,127648,155979,26904,9270,241258,98431,339689,21857,12540,98,5,14774,1244,4202,2036,5041,1034,1559,869,398,55,78,142,17,415517,817,450947,3664,478,20200915,123,17,06,3093,0,0,"3,2","9,5",100,"55,74%","25,53%","3,53%","5,00%","9,11%","1,09%",Blå blok
Kristendemokraterne,6478,4073,4551,1209,718,15954,16001,31955,5364,1808,12,1,314,20,5,23,48,68,127,39,44,9,14,21,0,22748,229,23623,275,26,20200915,51,10,06,1140,0,0,"0,4","2,5",36,"30,71%","34,65%","7,09%","11,02%","16,54%","0,00%",Blå blok
Liberal Alliance,87154,65412,73361,10250,3543,394290,112994,507284,22432,101,50,1,2760,311,3371,411,996,100,603,229,221,54,19,75,5,301533,1925,318801,3560,185,20200915,145,17,06,20752,0,0,"1,7","4,6",122,"37,98%","36,65%","8,96%","3,15%","12,44%","0,83%",Blå blok
Løsgænger,5031,3149,3424,1511,96,6952,658,7610,0,0,0,0,192,2,52,3,12,14,20,11,0,8,1,0,0,22903,59,22912,92,2,20200915,252,76,05,6952,0,0,"0,6","9,6",171,"55,00%","0,00%","40,00%","5,00%","0,00%","0,00%",Andet
Moderaterne,301,251,260,36,5,0,0,0,0,0,0,0,1,3,3,2,0,0,3,0,1,2,0,0,0,7152,-10,7219,10,5,20200915,100,12,02,0,0,0,"0,0","0,3",87,"0,00%","33,33%","66,67%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,824649,583202,661402,75394,87853,2408519,1769954,4178473,31956,126,112,11,36322,2619,9924,2832,23362,3141,1101,623,268,31,53,109,17,339478,19745,403554,21551,113,20200915,749,68,80,45444,0,02,"21,2","33,0",601,"56,58%","24,34%","2,82%","4,81%","9,90%","1,54%",Blå blok
Radikale Venstre,161569,92703,124373,27486,9710,630842,61113,691955,17406,53483,55,2,14305,789,4014,4825,5175,2562,970,494,266,61,95,41,13,631114,2089,644943,4219,236,20200915,167,28,10,6640,0,0,"5,3","14,8",128,"50,93%","27,42%","6,29%","9,79%","4,23%","1,34%",Rød blok
Socialdemokratiet,553713,382069,443167,88192,22354,695390,184817,880207,50489,3605,155,10,30447,1394,5126,2499,8818,12814,2331,1360,526,124,153,157,11,1318936,7733,1376083,14053,563,20200915,238,38,10,4545,0,0,"3,8","13,1",190,"58,34%","22,57%","5,32%","6,56%","6,74%","0,47%",Rød blok
Socialistisk Folkeparti,264814,173901,210932,38041,15841,186347,87156,273503,20219,61,65,4,18786,1134,3104,3555,6344,4108,1192,728,285,82,52,39,6,551831,3733,555963,5256,326,20200915,222,32,13,3584,0,0,"5,3","15,8",177,"61,07%","23,91%","6,88%","4,36%","3,27%","0,50%",Rød blok
Veganerpartiet,17253,7199,12012,4101,1140,64018,24178,88196,20996,13536,103,6,2050,48,269,1215,1100,131,48,7,25,0,9,7,0,14849,631,16621,598,8,20200915,359,85,24,7113,0,01,"22,9","42,7",250,"14,58%","52,08%","0,00%","18,75%","14,58%","0,00%",Rød blok
Venstre,375921,258253,299030,53225,23666,721647,262899,984546,40206,532,101,8,10633,1580,4718,1839,18055,3952,2480,1202,910,115,105,134,14,1147195,4568,1159691,9094,614,20200915,152,21,10,6873,0,0,"7,3","4,3",121,"48,47%","36,69%","4,64%","4,23%","5,40%","0,56%",Blå blok
Alternativet,31223,17879,21510,6411,3302,32022,30235,62257,10109,1927,12,0,1957,228,391,329,551,175,827,324,377,23,12,85,6,213298,-175,214929,-125,116,20201015,38,08,04,2669,0,0,"0,7","2,4",26,"39,18%","45,59%","2,78%","1,45%","10,28%","0,73%",Rød blok
Andet,37137,22016,27809,6229,3099,156523,53247,209770,1813,19576,91,5,2113,127,1532,622,948,451,411,163,180,13,30,19,6,129356,829,138671,597,115,20201015,90,15,08,5217,0,0,"2,3","5,1",68,"39,66%","43,80%","3,16%","7,30%","4,62%","1,46%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20201015,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,829492,448632,603514,140141,85837,1183822,387884,1571706,60951,41739,87,9,15351,4253,21231,10103,101477,2467,1648,626,722,92,57,143,8,668588,3554,668759,4552,154,20201015,503,85,52,20769,0,01,"61,6","9,3",366,"37,99%","43,81%","5,58%","3,46%","8,68%","0,49%",Blå blok
Enhedslisten,187709,118311,145124,30839,11746,108808,70237,179045,24735,855,55,6,13554,894,2780,1975,5720,1890,1149,582,399,64,31,69,4,434062,2431,440799,2890,163,20201015,163,27,10,3510,0,0,"5,0","11,8",126,"50,65%","34,73%","5,57%","2,70%","6,01%","0,35%",Rød blok
Frie Grønne,2176,1498,1675,247,254,9883,29206,39089,634,378,16,1,84,3,49,20,14,7,56,7,28,0,10,8,3,2354,639,2595,743,4,20201015,39,04,05,988,0,01,"0,3","1,5",30,"12,50%","50,00%","0,00%","17,86%","14,29%","5,36%",Rød blok
Konservative,189824,133521,150527,30307,8990,401966,86191,488157,3732,1033,67,4,5271,1073,2028,1580,6005,1049,1326,751,371,65,75,56,8,423930,4523,461577,6144,478,20201015,143,23,07,5360,0,0,"4,5","4,0",114,"56,64%","27,98%","4,90%","5,66%","4,22%","0,60%",Blå blok
Kristendemokraterne,7221,5338,5763,773,685,13510,17795,31305,6993,5279,5,1,295,5,3,16,12,94,126,27,60,10,10,18,1,23044,252,24000,312,26,20201015,57,06,05,1351,0,0,"0,1","2,3",46,"21,43%","47,62%","7,94%","7,94%","14,29%","0,79%",Blå blok
Liberal Alliance,134270,98737,110444,18512,5314,2402117,261881,2663998,134894,10198,52,7,2948,794,4262,864,2645,194,472,193,152,25,24,76,2,305683,3889,325290,6164,185,20201015,284,39,11,100088,0,0,"5,6","6,3",234,"40,89%","32,20%","5,30%","5,08%","16,10%","0,42%",Blå blok
Løsgænger,1254,670,855,358,41,1334,1795,3129,0,0,1,0,21,7,91,8,5,53,4,1,0,2,1,0,0,22865,-36,22873,-37,2,20201015,314,90,10,1334,0,0,"1,3","5,3",214,"25,00%","0,00%","50,00%","25,00%","0,00%","0,00%",Andet
Moderaterne,149,127,133,13,3,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,7145,-7,7215,-4,5,20201015,149,13,03,0,0,0,"0,0","5,0",133,"0,00%","0,00%","100,00%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,1179213,785200,925078,114316,139819,3721470,2442228,6163698,48280,24131,123,12,62452,4674,21866,9936,33461,7489,1197,686,270,46,53,121,21,375204,34716,447399,42290,113,20201015,985,96,117,70216,0,03,"28,0","52,2",773,"57,31%","22,56%","3,84%","4,43%","10,11%","1,75%",Blå blok
Radikale Venstre,201220,110580,142442,53507,5271,312043,57965,370008,35849,14255,39,6,10786,1764,6913,3260,4235,4904,865,395,271,118,54,21,6,644575,11891,663333,16762,236,20201015,233,62,06,5779,0,0,"4,9","12,5",165,"45,66%","31,33%","13,64%","6,24%","2,43%","0,69%",Rød blok
Socialdemokratiet,856969,563686,664183,132728,60058,499435,295575,795010,17843,3209,163,15,47670,2135,4595,8492,8542,29063,2098,1168,553,113,136,119,9,1336799,16799,1397839,20303,563,20201015,408,63,29,3672,0,01,"4,1","22,7",317,"55,67%","26,36%","5,39%","6,48%","5,67%","0,43%",Rød blok
Socialistisk Folkeparti,344694,199442,238605,50606,55483,205739,132973,338712,4234,52,32,2,20777,1418,2270,3403,5990,5305,1016,614,252,77,36,34,3,560060,7307,568770,11491,326,20201015,339,50,55,5715,0,01,"5,9","20,5",235,"60,43%","24,80%","7,58%","3,54%","3,35%","0,30%",Rød blok
Veganerpartiet,21915,9460,16019,4362,1534,74147,20778,94925,22147,6172,62,8,2127,207,284,2248,1548,145,67,10,29,0,14,12,2,15326,417,17001,306,8,20201015,327,65,23,5296,0,01,"23,1","31,8",239,"14,93%","43,28%","0,00%","20,90%","17,91%","2,99%",Rød blok
Venstre,413453,274348,313815,68847,30791,587416,191398,778814,84783,52409,155,11,9217,1109,6495,2217,16535,3894,2078,1060,660,89,112,142,15,1156753,7840,1171950,10093,614,20201015,199,33,15,5245,0,0,"8,0","4,4",151,"51,01%","31,76%","4,28%","5,39%","6,83%","0,72%",Blå blok
Alternativet,29230,16712,20611,5173,3446,34147,77143,111290,15188,159,21,1,2412,119,176,310,521,361,758,215,421,21,15,77,9,213612,134,215492,308,116,20201115,39,07,05,2276,0,0,"0,7","3,2",27,"28,36%","55,54%","2,77%","1,98%","10,16%","1,19%",Rød blok
Andet,33353,24366,28835,2524,1994,52388,27906,80294,2815,833,67,5,2653,100,547,162,553,454,370,140,162,20,23,18,7,129961,584,139143,447,115,20201115,90,07,05,2278,0,0,"1,5","7,2",78,"37,84%","43,78%","5,41%","6,22%","4,86%","1,89%",Andet
Danmarksdemokraterne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20201115,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Blå blok
Dansk Folkeparti,773536,409808,553092,137154,83290,1642179,802234,2444413,141707,36128,256,14,13546,3079,13225,15231,95204,2999,1829,712,694,70,111,236,6,673286,4311,674616,5385,154,20201115,423,75,46,14794,0,01,"52,1","7,4",302,"38,93%","37,94%","3,83%","6,07%","12,90%","0,33%",Blå blok
Enhedslisten,211000,127328,154887,41695,14418,62892,57081,119973,42524,348,64,8,10948,1096,2671,2875,6917,3052,1211,623,444,55,29,49,11,437071,2942,444328,3444,163,20201115,174,34,12,2169,0,0,"5,7","9,0",128,"51,45%","36,66%","4,54%","2,39%","4,05%","0,91%",Rød blok
Frie Grønne,1938,1284,1484,269,185,9089,34316,43405,631,555,22,2,95,2,57,11,23,12,58,14,26,1,12,5,0,2847,490,3157,558,4,20201115,33,05,03,757,0,01,"0,4","1,6",26,"24,14%","44,83%","1,72%","20,69%","8,62%","0,00%",Rød blok
Konservative,404099,245091,289531,76529,38039,1266747,738356,2005103,48038,4569,152,14,13393,2460,5529,6065,11938,5055,1602,823,435,63,124,136,21,441379,15159,481490,16553,478,20201115,252,48,24,10216,0,01,"7,5","8,4",181,"51,37%","27,15%","3,93%","7,74%","8,49%","1,31%",Blå blok
Kristendemokraterne,6332,4343,4690,712,930,4225,3659,7884,1528,631,2,0,224,14,6,47,6,50,134,44,69,6,4,10,1,23263,215,24323,320,26,20201115,47,05,07,1056,0,0,"0,0","1,7",35,"32,84%","51,49%","4,48%","2,99%","7,46%","0,75%",Blå blok
Liberal Alliance,382359,256322,290718,53057,38584,2510140,639143,3149283,92548,0,59,9,6523,3068,14287,3122,6723,673,674,335,183,36,28,83,9,321400,11903,344622,15524,185,20201115,567,79,57,89648,0,01,"10,0","9,7",431,"49,70%","27,15%","5,34%","4,15%","12,31%","1,34%",Blå blok
Løsgænger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22866,1,22873,0,2,20201115,0,0,0,0,0,0,"0,0","0,0",0,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",Andet
Moderaterne,433,249,334,94,5,0,0,0,0,0,0,0,4,8,54,7,12,0,3,1,0,2,0,0,0,7126,-18,7202,-12,5,20201115,144,31,02,0,0,0,"4,0","1,3",111,"33,33%","0,00%","66,67%","0,00%","0,00%","0,00%",Blå blok
Nye Borgerlige,1122030,728654,846891,151248,123891,4297892,2864565,7162457,37405,30301,217,26,52837,4694,22777,6658,27363,3908,1145,610,267,24,73,147,24,405689,29458,482458,33758,113,20201115,980,132,108,58875,0,02,"23,9","46,2",740,"53,28%","23,32%","2,10%","6,38%","12,84%","2,10%",Blå blok
Radikale Venstre,100829,60057,74550,21770,4509,270345,85499,355844,39051,9644,269,16,6024,340,2307,2019,1914,1889,809,407,210,77,76,32,7,648275,2424,667867,3191,236,20201115,125,27,06,3557,0,0,"2,4","7,5",92,"50,31%","25,96%","9,52%","9,39%","3,96%","0,87%",Rød blok
Socialdemokratiet,1409095,789931,1007287,304848,96960,1429473,759478,2188951,64934,33892,173,15,107573,1871,12747,11559,20856,62750,2099,1212,518,119,113,120,17,1370790,29898,1436744,34419,563,20201115,671,145,46,12650,0,01,"9,9","51,3",480,"57,74%","24,68%","5,67%","5,38%","5,72%","0,81%",Rød blok
Socialistisk Folkeparti,467845,226581,279953,79359,108533,434549,124161,558710,7538,315,84,3,25609,1210,3753,6823,8807,7170,1268,803,256,87,73,44,5,570501,6910,583287,8793,326,20201115,369,63,86,5953,0,01,"7,0","20,2",221,"63,33%","20,19%","6,86%","5,76%","3,47%","0,39%",Rød blok
Veganerpartiet,28343,11984,18703,7363,2277,138061,50537,188598,21386,5322,98,6,2280,161,423,1927,1763,165,67,14,29,6,11,7,0,16073,743,17932,926,8,20201115,423,110,34,12551,0,02,"26,3","34,0",279,"20,90%","43,28%","8,96%","16,42%","10,45%","0,00%",Rød blok
Venstre,607951,374759,440361,123517,44073,718691,248038,966729,36209,19872,124,11,8385,2122,14331,7221,30638,2905,2842,1298,1022,143,138,206,35,1172675,13250,1192074,17121,614,20201115,214,43,16,5208,0,01,"10,8","3,0",155,"45,67%","35,96%","5,03%","4,86%","7,25%","1,23%",Blå blok
